amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
0,received,19/01592/NEIGHBOURHOOD,19/01592/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,2020-02-27,,/developer-agreement-transaction/local-authority-eng/EPS/19-01592-NEIGHBOURHOOD1
31666.82,transferred,P/2011/00546/CEH/PO-da,Affordable Housing_P/2011/00546/CEH/PO,,2020-05-28,local-authority-eng:EST,2020-01-24,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2011-00546-CEH-PO
543544.36,transferred,P/2011/01359/CLF/PO-da,Affordable Housing_P/2011/01359/CLF/PO,,2020-05-28,local-authority-eng:EST,2019-10-08,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2011-01359-CLF-PO
0,secured,P/2012/00636-da,Affordable Housing_P/2012/00636,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-00636
26587,received,P/2012/00795-da,Affordable Housing_P/2012/00795,,2020-05-28,local-authority-eng:EST,2019-06-17,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-00795
0,secured,P/2012/01215-da,Affordable Housing_P/2012/01215,,2020-05-28,local-authority-eng:EST,2020-03-31,7,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-01215
0,received,P/2012/01359-da,Affordable Housing_P/2012/01359,,2020-05-28,local-authority-eng:EST,2020-03-31,8,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-01359
95910.93,transferred,P/2013/00406-da,Affordable Housing_P/2013/00406,,2020-05-28,local-authority-eng:EST,2019-10-08,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2013-00406
1040000,secured,P/2013/00432-da,Affordable Housing_P/2013/00432,,2020-05-28,local-authority-eng:EST,2020-03-31,47,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2013-00432
0,received,P/2013/00882-da,Affordable Housing_P/2013/00882,,2020-05-28,local-authority-eng:EST,2020-03-31,7,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2013-00882
356000,secured,P/2014/00548-da,Affordable Housing_P/2014/00548,,2020-05-28,local-authority-eng:EST,2020-03-31,7,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2014-00548
0,received,P/2014/01488-da,Affordable Housing_P/2014/01488,,2020-05-28,local-authority-eng:EST,2020-03-31,4,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2014-01488
330800,transferred,P/2014/01490-da,Affordable Housing_P/2014/01490,,2020-05-28,local-authority-eng:EST,2019-10-08,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2014-01490
0,secured,P/2015/01497-da,Affordable Housing_P/2015/01497,,2020-05-28,local-authority-eng:EST,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2015-01497
472281,received,P/2015/01588-da,Affordable Housing_P/2015/01588,,2020-05-28,local-authority-eng:EST,2019-09-11,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2015-01588
0,received,P/2016/00392-da,Affordable Housing_P/2016/00392,,2020-05-28,local-authority-eng:EST,2020-03-31,24,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2016-00392
0,received,P/2017/00612-da,Affordable Housing_P/2017/00612,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2017-00612
0,received,P/2017/01058-da,Affordable Housing_P/2017/01058,,2020-05-28,local-authority-eng:EST,2020-03-31,2,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2017-01058
0,received,P/2017/01110-da,Affordable Housing_P/2017/01110,,2020-05-28,local-authority-eng:EST,2020-03-31,8,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2017-01110
0,secured,P/2017/01652-da,Affordable Housing_P/2017/01652,,2020-05-28,local-authority-eng:EST,2020-03-31,22,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2017-01652
3000,secured,P/2018/00505-da,Affordable Housing_P/2018/00505,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2018-00505
0,secured,P/2018/00939-da,Affordable Housing_P/2018/00939,,2020-05-28,local-authority-eng:EST,2020-03-31,24,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2018-00939
0,secured,P/2018/01046-da,Affordable Housing_P/2018/01046,,2020-05-28,local-authority-eng:EST,2020-03-31,6,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2018-01046
0,secured,P/2019/00703-da,Affordable Housing_P/2019/00703,,2020-05-28,local-authority-eng:EST,2020-03-31,39,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2019-00703
0,secured,P/2012/01215-da,Bus Service_P/2012/01215,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2012-01215
0,secured,P/2012/01359-da,Bus Service_P/2012/01359,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2012-01359
0,secured,P/2013/00406-da,Bus Service_P/2013/00406,,2020-05-28,local-authority-eng:EST,2020-03-31,200,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00406
0,secured,P/2013/00432-da,Bus Service_P/2013/00432,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00432
0,secured,P/2013/00882-da,Bus Service_P/2013/00882,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00882
0,received,P/2018/01046-da,Bus Service_P/2018/01046,,2020-02-24,local-authority-eng:EST,2019-05-22,1,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2018-01046
1150,secured,P/2018/00362-da,Cannock Chase_P/2018/00362,,2021-03-25,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Cannock-Chase-P-2018-00362
57280,received,P/2012/00636-da,Community Facilities_P/2012/00636,,2020-05-28,local-authority-eng:EST,2020-02-20,0,/developer-agreement-transaction/local-authority-eng/EST/Community-Facilities-P-2012-00636
250000,received,P/2018/01046-da,Community Facilities_P/2018/01046,,2020-05-28,local-authority-eng:EST,2019-12-02,0,/developer-agreement-transaction/local-authority-eng/EST/Community-Facilities-P-2018-01046
7653,received,P/2015/01588-da,National Forest_P/2015/01588,,2020-05-28,local-authority-eng:EST,2019-06-11,0,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2015-01588
4300,secured,P/2016/00523-da,National Forest_P/2016/00523,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2016-00523
5280,secured,P/2017/00775-da,National Forest_P/2017/00775,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2017-00775
6621.6,transferred,PA/00588/070/PO-da,National Forest_PA/00588/070/PO,,2020-05-28,local-authority-eng:EST,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-PA-00588-070-PO
8037.32,transferred,PA/01445/010/JPM-da,National Forest_PA/01445/010/JPM,,2020-05-28,local-authority-eng:EST,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-PA-01445-010-JPM
0,secured,P/2016/01847-da,Other_P/2016/01847,,2020-05-28,local-authority-eng:EST,2020-03-31,2,/developer-agreement-transaction/local-authority-eng/EST/Other-P-2016-01847
18598.2,allocated,OU/21444/003+4-da,POS_OU/21444/003+4,,2020-05-28,local-authority-eng:EST,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/EST/POS-OU-21444-003-4
527500,secured,P/2011/00546/CEH/PO-da,POS_P/2011/00546/CEH/PO,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2011-00546-CEH-PO
60000,secured,P/2012/00636-da,POS_P/2012/00636,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-00636
236000,secured,P/2012/01215-da,POS_P/2012/01215,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-01215
308256.38,secured,P/2012/01359-da,POS_P/2012/01359,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-01359
10000,secured,P/2013/00591-da,POS_P/2013/00591,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2013-00591
225000,secured,P/2013/01287-da,POS_P/2013/01287,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2013-01287
28400,secured,P/2014/00039-da,POS_P/2014/00039,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2014-00039
10000,transferred,P/2015/01588-da,POS_P/2015/01588,,2020-05-28,local-authority-eng:EST,2019-06-13,0,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2015-01588
24363.18,allocated,PA/24048/023/PO-da,POS_PA/24048/023/PO,,2020-05-28,local-authority-eng:EST,2019-04-01,0,/developer-agreement-transaction/local-authority-eng/EST/POS-PA-24048-023-PO
171841,received,P/2012/00636-da,Sports & Leisure_P/2012/00636,,2020-05-28,local-authority-eng:EST,2020-02-20,0,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-00636
52750,secured,P/2012/01467-da,Sports & Leisure_P/2012/01467,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-01467
40000,secured,P/2013/00432-da,Sports & Leisure_P/2013/00432,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2013-00432
5275,received,P/2013/01287-da,Sports & Leisure_P/2013/01287,,2020-05-28,local-authority-eng:EST,2019-06-13,0,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2013-01287
46766,secured,P/2014/00548-da,Sports & Leisure_P/2014/00548,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2014-00548
0,received,P/2014/01563-da,Sports & Leisure_P/2014/01563,,2020-05-28,local-authority-eng:EST,2020-03-31,1,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2014-01563
7446,received,P/2012/00636-da,Waste_P/2012/00636,,2020-05-28,local-authority-eng:EST,2020-02-05,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-00636
5637,received,P/2012/00795-da,Waste_P/2012/00795,,2020-05-28,local-authority-eng:EST,2019-06-14,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-00795
7652,secured,P/2012/01215-da,Waste_P/2012/01215,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-01215
45500,received,P/2013/00882-da,Waste_P/2013/00882,,2020-05-28,local-authority-eng:EST,2019-06-05,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2013-00882
3399,received,P/2014/00039-da,Waste_P/2014/00039,,2020-05-28,local-authority-eng:EST,2020-02-12,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2014-00039
6225,secured,P/2014/01304-da,Waste_P/2014/01304,,2020-05-28,local-authority-eng:EST,2020-03-31,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2014-01304
15787,received,P/2016/01847-da,Waste_P/2016/01847,,2020-05-28,local-authority-eng:EST,2020-02-18,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2016-01847
1382,received,P/2017/00555-da,Waste_P/2017/00555,,2020-05-28,local-authority-eng:EST,2020-02-14,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2017-00555
4125,received,P/2017/01110-da,Waste_P/2017/01110,,2020-05-28,local-authority-eng:EST,2019-09-17,0,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2017-01110
38066.4,received,18/00306/FUL_CIL_59,CIL00135-LP00457_59,,2020-04-06,local-authority-eng:GLO,2019-12-20,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59
7137.45,received,18/00306/FUL_CIL_59A,CIL00135-LP00457_59A,,2020-04-06,local-authority-eng:GLO,2019-12-20,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59A
21412.35,secured,18/00306/FUL_CIL_61,CIL00135-LP00457_61,,2020-04-06,local-authority-eng:GLO,2020-04-27,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-61
46375.04,secured,18/01395/FUL_CIL_59,CIL00136-LP00322_59A,,2020-04-06,local-authority-eng:GLO,2019-08-08,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00136-LP00322-59A
2898.44,secured,18/01395/FUL_CIL_61,CIL00136-LP00322_61,,2020-04-06,local-authority-eng:GLO,2019-08-08,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00136-LP00322-61
406562.56,received,18/00306/FUL_S106_OSL,LP00457_DN72,,2020-04-06,local-authority-eng:GLO,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN72
37196.1,received,18/00306/FUL_S106_OSL,LP00457_DN73,,2020-04-06,local-authority-eng:GLO,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN73
104607.1,received,18/00306/FUL_S106_OSL,LP00457_DN74,,2020-04-06,local-authority-eng:GLO,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN74
500,received,10/00351/FULL-s106-1,10/00351/FULL-tr-s106-1,,2020-06-17,local-authority-eng:GOS,2019-04-30,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-1
500,received,10/00351/FULL-s106-1,10/00351/FULL-tr-s106-2,,2020-06-17,local-authority-eng:GOS,2019-08-06,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-2
500,received,10/00351/FULL-s106-1,10/00351/FULL-tr-s106-3,,2020-06-17,local-authority-eng:GOS,2019-11-01,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-3
500,received,10/00351/FULL-s106-1,10/00351/FULL-tr-s106-4,,2020-06-17,local-authority-eng:GOS,2020-02-03,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-4
10900,secured,10/00351/FULL-s106-1,10/00351/FULL-tr-s106-5,,2020-06-17,local-authority-eng:GOS,2010-11-10,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-5
938.99,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-1
147.22,secured,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-10
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-2
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-3
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-4
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-5,,2020-06-17,local-authority-eng:GOS,2019-09-10,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-5
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-6
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-7
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-8
125,received,15/00230/FULL-cil-a,15/00230/FULL-tr-cil-a-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-a-9
2816.97,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-1
441.65,secured,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-10
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-2
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-3
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-4
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-5
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-6
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-7
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-8
375,received,15/00230/FULL-cil-n,15/00230/FULL-tr-cil-n-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-n-9
15023.83,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-1,,2020-06-17,local-authority-eng:GOS,2018-04-06,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-1
2355.5,secured,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-10,,2020-06-17,local-authority-eng:GOS,2019-05-31,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-10
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-2,,2020-06-17,local-authority-eng:GOS,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-2
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-3,,2020-06-17,local-authority-eng:GOS,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-3
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-4,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-4
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-5,,2020-06-17,local-authority-eng:GOS,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-5
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-6,,2020-06-17,local-authority-eng:GOS,2019-11-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-6
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-7,,2020-06-17,local-authority-eng:GOS,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-7
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-8,,2020-06-17,local-authority-eng:GOS,2020-01-15,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-8
2000,received,15/00230/FULL-cil-s,15/00230/FULL-tr-cil-s-9,,2020-06-17,local-authority-eng:GOS,2020-02-11,,/developer-agreement-transaction/local-authority-eng/GOS/15-00230-FULL-tr-cil-s-9
