amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
544200,education,18/01013/OA_1,18/01013/OA_1.6,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-6
493800,education,18/01013/OA_1,18/01013/OA_1.7,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-7
120000,highways,18/01013/OA_1,18/01013/OA_1.8,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-8
3908.4,community-facilities,18/01013/OA_1,18/01013/OA_1.9,,2020-12-21,local-authority-eng:TON,2019-09-10,,/developer-agreement-contribution/local-authority-eng/TON/18-01013-OA-1-9
4751,open-space-and-leisure,18/02230/FL_1,18/02230/FL_1.1,,2020-12-22,local-authority-eng:TON,2019-03-29,,/developer-agreement-contribution/local-authority-eng/TON/18-02230-FL-1-1
15756,open-space-and-leisure,18/02488/FL_1,18/02488/FL_1.1,,2020-11-17,local-authority-eng:TON,2019-02-14,,/developer-agreement-contribution/local-authority-eng/TON/18-02488-FL-1-1
,affordable-housing,18/03008/OA_1,18/03008/OA_1.1,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-1
46332,health,18/03008/OA_1,18/03008/OA_1.10,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-10
46332,health,18/03008/OA_1,18/03008/OA_1.11,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-11
123080.5,open-space-and-leisure,18/03008/OA_1,18/03008/OA_1.12,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-12
123080.5,open-space-and-leisure,18/03008/OA_1,18/03008/OA_1.13,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-13
67078.5,open-space-and-leisure,18/03008/OA_1,18/03008/OA_1.14,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-14
67078.5,open-space-and-leisure,18/03008/OA_1,18/03008/OA_1.15,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-15
249425,education,18/03008/OA_1,18/03008/OA_1.16,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-16
24942,education,18/03008/OA_1,18/03008/OA_1.17,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-17
176449.9,education,18/03008/OA_1,18/03008/OA_1.18,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-18
176449.9,green-infrastructure,18/03008/OA_1,18/03008/OA_1.19,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-19
,affordable-housing,18/03008/OA_1,18/03008/OA_1.2,,2020-11-12,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-2
226325,community-facilities,18/03008/OA_1,18/03008/OA_1.20,2020-11-17,2020-11-17,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-20
226325,affordable-housing,18/03008/OA_1,18/03008/OA_1.21,2020-11-17,2020-11-17,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-21
3074.5,community-facilities,18/03008/OA_1,18/03008/OA_1.24,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-24
3074.5,bonds,18/03008/OA_1,18/03008/OA_1.25,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-25
740,digital-infrastructure,18/03008/OA_1,18/03008/OA_1.26,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-26
740,community-facilities,18/03008/OA_1,18/03008/OA_1.27,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-27
,monitoring-fees,18/03008/OA_1,18/03008/OA_1.28,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,1,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-28
103400,land,18/03008/OA_1,18/03008/OA_1.3,2020-12-02,2020-12-02,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-3
1791.35,affordable-housing,18/03008/OA_1,18/03008/OA_1.4,2020-11-17,2020-11-17,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-4
1791.35,community-facilities,18/03008/OA_1,18/03008/OA_1.5,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-5
85119.1,open-space-and-leisure,18/03008/OA_1,18/03008/OA_1.6,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-6
85119.1,highways,18/03008/OA_1,18/03008/OA_1.7,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-7
2771.45,community-facilities,18/03008/OA_1,18/03008/OA_1.8,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-8
2771.45,community-facilities,18/03008/OA_1,18/03008/OA_1.9,2020-11-16,2020-11-16,local-authority-eng:TON,2020-05-22,,/developer-agreement-contribution/local-authority-eng/TON/18-03008-OA-1-9
,affordable-housing,19/00162/FL_1,19/00162/FL_1.1,,2020-10-26,local-authority-eng:TON,2020-04-24,5,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-1
,affordable-housing,19/00162/FL_1,19/00162/FL_1.2,,2020-10-26,local-authority-eng:TON,2020-04-24,4,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-2
1858.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.3,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-3
14155.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.4,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-4
7715.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.5,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-5
1858.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.6,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-6
14155.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.7,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-7
7715.5,open-space-and-leisure,19/00162/FL_1,19/00162/FL_1.8,,2020-10-26,local-authority-eng:TON,2020-04-24,,/developer-agreement-contribution/local-authority-eng/TON/19-00162-FL-1-8
1104.36,community-facilities,19/00287/FL_1,19/00287/FL_1.1,2020-11-19,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-1
14787.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.10,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-10
1941.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.11,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-11
1941.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.12,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-12
14832,health,19/00287/FL_1,19/00287/FL_1.2,2020-11-19,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-2
8060,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.3,2020-11-19,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-3
8060,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.4,2020-11-19,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-4
114979.5,affordable-housing,19/00287/FL_1,19/00287/FL_1.5,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-5
114979.5,affordable-housing,19/00287/FL_1,19/00287/FL_1.6,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-6
837.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.7,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-7
837.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.8,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-8
14787.5,open-space-and-leisure,19/00287/FL_1,19/00287/FL_1.9,,2020-11-19,local-authority-eng:TON,2019-11-18,,/developer-agreement-contribution/local-authority-eng/TON/19-00287-FL-1-9
,land,19/00979/FL_1,19/00979/FL_1.1,,2020-12-21,local-authority-eng:TON,2019-12-10,1,/developer-agreement-contribution/local-authority-eng/TON/19-00979-FL-1-1
1349,open-space-and-leisure,19/01251/FL_1,19/01251/FL_1.1,,2020-11-26,local-authority-eng:TON,2020-11-26,,/developer-agreement-contribution/local-authority-eng/TON/19-01251-FL-1-1
560,open-space-and-leisure,19/01251/FL_1,19/01251/FL_1.2,,2020-11-26,local-authority-eng:TON,2020-11-26,,/developer-agreement-contribution/local-authority-eng/TON/19-01251-FL-1-2
10274,open-space-and-leisure,19/01251/FL_1,19/01251/FL_1.3,,2020-11-26,local-authority-eng:TON,2020-11-26,,/developer-agreement-contribution/local-authority-eng/TON/19-01251-FL-1-3
5600,open-space-and-leisure,19/01251/FL_1,19/01251/FL_1.4,,2020-11-26,local-authority-eng:TON,2020-11-26,,/developer-agreement-contribution/local-authority-eng/TON/19-01251-FL-1-4
9714.5,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.1,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-1
14402.5,education,19/01531/OA_1,19/01531/OA_1.10,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-10
14402.5,education,19/01531/OA_1,19/01531/OA_1.11,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-11
9714.5,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.2,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-2
5295,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.3,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-3
5295,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.4,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-4
1275.5,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.5,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-5
1275.5,open-space-and-leisure,19/01531/OA_1,19/01531/OA_1.6,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-6
336.11,community-facilities,19/01531/OA_1,19/01531/OA_1.7,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-7
11634,education,19/01531/OA_1,19/01531/OA_1.8,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-8
11634,education,19/01531/OA_1,19/01531/OA_1.9,,2020-10-26,local-authority-eng:TON,2020-09-16,,/developer-agreement-contribution/local-authority-eng/TON/19-01531-OA-1-9
48556,open-space-and-leisure,19/01632/FL_1,19/01632/FL_1.1,,2020-10-27,local-authority-eng:TON,2020-10-27,,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-1
89084,open-space-and-leisure,19/01632/FL_1,19/01632/FL_1.2,,2020-10-27,local-authority-eng:TON,2020-10-27,,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-2
11697,open-space-and-leisure,19/01632/FL_1,19/01632/FL_1.3,,2020-10-27,local-authority-eng:TON,2020-10-27,,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-3
4858,land,19/01632/FL_1,19/01632/FL_1.4,,2020-10-27,local-authority-eng:TON,2020-10-27,,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-4
42408,health,19/01632/FL_1,19/01632/FL_1.5,,2020-10-27,local-authority-eng:TON,2020-10-27,,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-5
,affordable-housing,19/01632/FL_1,19/01632/FL_1.6,,2020-10-27,local-authority-eng:TON,2020-10-27,17,/developer-agreement-contribution/local-authority-eng/TON/19-01632-FL-1-6
6556,open-space-and-leisure,19/01890/FL_1,19/01890/FL_1.1,,2020-11-19,local-authority-eng:TON,2020-01-20,,/developer-agreement-contribution/local-authority-eng/TON/19-01890-FL-1-1
17482,open-space-and-leisure,19/01979/FL_1,19/01979/FL_1.1,,2020-11-12,local-authority-eng:TON,2020-05-21,,/developer-agreement-contribution/local-authority-eng/TON/19-01979-FL-1-1
9529,open-space-and-leisure,19/01979/FL_1,19/01979/FL_1.2,,2020-11-12,local-authority-eng:TON,2020-05-21,,/developer-agreement-contribution/local-authority-eng/TON/19-01979-FL-1-2
2296,open-space-and-leisure,19/01979/FL_1,19/01979/FL_1.3,,2020-11-12,local-authority-eng:TON,2020-05-21,,/developer-agreement-contribution/local-authority-eng/TON/19-01979-FL-1-3
146.57,community-facilities,19/02047/FL_1,19/02047/FL_1.1,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-1
660.96,community-facilities,19/02047/FL_1,19/02047/FL_1.10,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-10
1158.93,community-facilities,19/02047/FL_1,19/02047/FL_1.11,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-11
294.75,community-facilities,19/02047/FL_1,19/02047/FL_1.12,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-12
18517.5,community-facilities,19/02047/FL_1,19/02047/FL_1.13,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-13
18517.5,community-facilities,19/02047/FL_1,19/02047/FL_1.14,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-14
20407.5,community-facilities,19/02047/FL_1,19/02047/FL_1.2,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-2
249.52,community-facilities,19/02047/FL_1,19/02047/FL_1.3,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-3
660.96,community-facilities,19/02047/FL_1,19/02047/FL_1.4,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-4
1158.93,community-facilities,19/02047/FL_1,19/02047/FL_1.5,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-5
294.75,community-facilities,19/02047/FL_1,19/02047/FL_1.6,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-6
146.57,community-facilities,19/02047/FL_1,19/02047/FL_1.7,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-7
20407.5,community-facilities,19/02047/FL_1,19/02047/FL_1.8,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-8
249.52,community-facilities,19/02047/FL_1,19/02047/FL_1.9,,2020-11-17,local-authority-eng:TON,2020-02-13,,/developer-agreement-contribution/local-authority-eng/TON/19-02047-FL-1-9
10290,community-facilities,19/02109/FL_1,19/02109/FL_1.1,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-1
390.84,community-facilities,19/02109/FL_1,19/02109/FL_1.2,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-2
665.4,community-facilities,19/02109/FL_1,19/02109/FL_1.3,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-3
786,community-facilities,19/02109/FL_1,19/02109/FL_1.4,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-4
1762.56,community-facilities,19/02109/FL_1,19/02109/FL_1.5,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-5
2850.48,community-facilities,19/02109/FL_1,19/02109/FL_1.6,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-6
8798,open-space-and-leisure,19/02109/FL_1,19/02109/FL_1.7,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-7
16141,open-space-and-leisure,19/02109/FL_1,19/02109/FL_1.8,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-8
2119,open-space-and-leisure,19/02109/FL_1,19/02109/FL_1.9,,2020-11-17,local-authority-eng:TON,2020-05-15,,/developer-agreement-contribution/local-authority-eng/TON/19-02109-FL-1-9
20578,community-facilities,19/02277/FL_1,19/02277/FL_1.1,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-1
1275,open-space-and-leisure,19/02277/FL_1,19/02277/FL_1.10,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-10
455.96,community-facilities,19/02277/FL_1,19/02277/FL_1.2,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-2
917,community-facilities,19/02277/FL_1,19/02277/FL_1.3,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-3
776.3,community-facilities,19/02277/FL_1,19/02277/FL_1.4,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-4
2056.32,community-facilities,19/02277/FL_1,19/02277/FL_1.5,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-5
3325.56,community-facilities,19/02277/FL_1,19/02277/FL_1.6,,2020-11-17,local-authority-eng:TON,2020-07-29,,/developer-agreement-contribution/local-authority-eng/TON/19-02277-FL-1-6
